smith.smith@hotmail.com%%fd3eee34o1rufty5%%3%%false%%0%%1%%true%%1%%4%%false%%1%%2%%true%%2%%2%%false%%2%%2%%false%%2%%4%%true%%7%%3%%false%%7%%1%%false%%7%%2%%false%%7%%2%%false%%7%%3%%true%%17%%2%%true%%28%%4%%false%%28%%2%%false%%28%%1%%true%%43%%4%%false%%43%%4%%false%%43%%4%%false%%43%%4%%false%%43%%"smith.reese@yahoo.com","smith.salas@gmail.com","smith.spears@yahoo.com","smith.underwood@yahoo.com","smith.workman@hotmail.com"%%"44","44","44","44","44"%%"smith","smith","smith","smith","smith"%%"reese","salas","spears","underwood","workman"%%"smith.burns@gmail.com","smith.dunn@yahoo.com","smith.gregory@hotmail.com","smith.harrington@gmail.com","smith.horn@hotmail.com"%%"43","43","43","43","43"%%"smith","smith","smith","smith","smith"%%"burns","dunn","gregory","harrington","horn"
smith.johnson@yahoo.com%%034eo1ruee3454i9%%2%%false%%0%%4%%false%%0%%1%%false%%0%%3%%false%%0%%2%%false%%0%%4%%false%%0%%2%%false%%0%%1%%false%%0%%3%%false%%0%%3%%false%%0%%4%%false%%0%%2%%false%%0%%3%%false%%0%%4%%false%%0%%3%%false%%0%%3%%false%%0%%1%%true%%15%%3%%false%%15%%1%%false%%15%%2%%true%%30%%"smith.stein@gmail.com","smith.swanson@hotmail.com","smith.terrell@yahoo.com","smith.watts@hotmail.com","smith.wooten@yahoo.com"%%"31","31","31","31","31"%%"smith","smith","smith","smith","smith"%%"stein","swanson","terrell","watts","wooten"%%"smith.branch@gmail.com","smith.carr@gmail.com","smith.conley@hotmail.com","smith.conway@hotmail.com","smith.hahn@gmail.com"%%"30","30","30","30","30"%%"smith","smith","smith","smith","smith"%%"branch","carr","conley","conway","hahn"
smith.williams@gmail.com%%ee34034efd3eee34%%1%%true%%1%%1%%true%%3%%4%%false%%3%%1%%false%%3%%3%%true%%4%%1%%false%%4%%1%%false%%4%%2%%false%%4%%1%%false%%4%%1%%false%%4%%2%%false%%4%%4%%false%%4%%1%%false%%4%%4%%false%%4%%4%%false%%4%%1%%true%%19%%3%%false%%19%%1%%true%%34%%4%%false%%34%%3%%false%%34%%"smith.hendrix@hotmail.com","smith.house@hotmail.com","smith.rodriguez@hotmail.com","smith.rush@yahoo.com","smith.white@hotmail.com"%%"35","35","35","35","35"%%"smith","smith","smith","smith","smith"%%"hendrix","house","rodriguez","rush","white"%%"smith.barnett@hotmail.com","smith.burris@yahoo.com","smith.curtis@yahoo.com","smith.kline@hotmail.com","smith.montgomery@hotmail.com"%%"34","34","34","34","34"%%"smith","smith","smith","smith","smith"%%"barnett","burris","curtis","kline","montgomery"
smith.jones@hotmail.com%%034eaaz2fd3eo1ru%%3%%false%%0%%1%%true%%1%%4%%false%%1%%4%%false%%1%%1%%false%%1%%3%%true%%6%%3%%false%%6%%1%%false%%6%%3%%false%%6%%3%%false%%6%%2%%false%%6%%3%%true%%16%%4%%false%%16%%1%%false%%16%%2%%false%%16%%1%%true%%31%%2%%false%%31%%2%%false%%31%%4%%false%%31%%1%%false%%31%%"smith.morrison@hotmail.com","smith.prince@gmail.com","smith.ratliff@gmail.com","smith.stokes@hotmail.com","smith.vazquez@gmail.com"%%"32","32","32","32","32"%%"smith","smith","smith","smith","smith"%%"morrison","prince","ratliff","stokes","vazquez"%%"smith.boone@yahoo.com","smith.bowman@hotmail.com","smith.bruce@gmail.com","smith.buck@yahoo.com","smith.burch@yahoo.com"%%"31","31","31","31","31"%%"smith","smith","smith","smith","smith"%%"boone","bowman","bruce","buck","burch"
smith.brown@gmail.com%%034eee34034e034e%%3%%false%%0%%3%%false%%0%%4%%false%%0%%4%%false%%0%%2%%false%%0%%4%%false%%0%%2%%false%%0%%2%%false%%0%%3%%false%%0%%3%%false%%0%%2%%false%%0%%3%%true%%10%%1%%false%%10%%1%%false%%10%%1%%true%%20%%3%%false%%20%%2%%false%%20%%3%%false%%20%%4%%false%%20%%3%%false%%20%%"smith.rodriquez@gmail.com","smith.roth@hotmail.com","smith.rutledge@gmail.com","smith.witt@yahoo.com","smith.wright@gmail.com"%%"21","21","21","21","21"%%"smith","smith","smith","smith","smith"%%"rodriquez","roth","rutledge","witt","wright"%%"smith.brown@gmail.com","smith.dickson@hotmail.com","smith.douglas@gmail.com","smith.duran@hotmail.com","smith.emerson@hotmail.com"%%"20","20","20","20","20"%%"smith","smith","smith","smith","smith"%%"brown","dickson","douglas","duran","emerson"
smith.davis@gmail.com%%fd3efty5aaz254i9%%4%%false%%0%%2%%false%%0%%1%%false%%0%%2%%true%%1%%1%%false%%1%%2%%false%%1%%4%%true%%6%%2%%false%%6%%3%%false%%6%%4%%true%%11%%2%%false%%11%%1%%false%%11%%3%%false%%11%%1%%false%%11%%2%%false%%11%%2%%false%%11%%3%%false%%11%%1%%true%%26%%4%%false%%26%%4%%false%%26%%"smith.pearson@yahoo.com","smith.randall@yahoo.com","smith.short@hotmail.com","smith.taylor@hotmail.com","smith.woods@hotmail.com"%%"27","27","27","27","27"%%"smith","smith","smith","smith","smith"%%"pearson","randall","short","taylor","woods"%%"smith.burgess@gmail.com","smith.chan@yahoo.com","smith.christensen@hotmail.com","smith.cook@gmail.com","smith.davis@gmail.com"%%"26","26","26","26","26"%%"smith","smith","smith","smith","smith"%%"burgess","chan","christensen","cook","davis"
smith.miller@gmail.com%%034eee34034efd3e%%4%%false%%0%%2%%false%%0%%3%%false%%0%%3%%false%%0%%3%%true%%1%%4%%false%%1%%4%%true%%6%%1%%false%%6%%4%%true%%11%%2%%false%%11%%2%%false%%11%%2%%false%%11%%4%%false%%11%%3%%false%%11%%2%%false%%11%%4%%false%%11%%1%%true%%26%%4%%false%%26%%4%%false%%26%%3%%false%%26%%"smith.pearson@yahoo.com","smith.randall@yahoo.com","smith.short@hotmail.com","smith.taylor@hotmail.com","smith.woods@hotmail.com"%%"27","27","27","27","27"%%"smith","smith","smith","smith","smith"%%"pearson","randall","short","taylor","woods"%%"smith.burgess@gmail.com","smith.chan@yahoo.com","smith.christensen@hotmail.com","smith.cook@gmail.com","smith.davis@gmail.com"%%"26","26","26","26","26"%%"smith","smith","smith","smith","smith"%%"burgess","chan","christensen","cook","davis"
smith.wilson@yahoo.com%%54i954i9o1ruo1ru%%3%%false%%0%%2%%false%%0%%2%%true%%1%%2%%true%%3%%3%%true%%6%%1%%false%%6%%4%%true%%11%%3%%false%%11%%4%%true%%16%%1%%false%%16%%1%%false%%16%%1%%false%%16%%3%%false%%16%%3%%false%%16%%1%%true%%26%%1%%true%%42%%1%%true%%59%%2%%false%%59%%4%%false%%59%%2%%true%%74%%"smith.mccarty@hotmail.com","smith.powell@gmail.com","smith.bradford@yahoo.com","smith.keith@yahoo.com","smith.medina@yahoo.com"%%"76","76","75","75","75"%%"smith","smith","smith","smith","smith"%%"mccarty","powell","bradford","keith","medina"%%"smith.cox@yahoo.com","smith.may@hotmail.com","smith.parks@gmail.com","smith.pugh@yahoo.com","smith.reid@yahoo.com"%%"74","74","74","74","74"%%"smith","smith","smith","smith","smith"%%"cox","may","parks","pugh","reid"
smith.moore@gmail.com%%ee34o1ruaaz2aaz2%%1%%true%%1%%3%%false%%1%%4%%false%%1%%1%%false%%1%%4%%false%%1%%1%%false%%1%%3%%false%%1%%3%%false%%1%%2%%false%%1%%2%%false%%1%%4%%false%%1%%1%%false%%1%%3%%false%%1%%2%%true%%11%%1%%true%%22%%4%%false%%22%%1%%true%%37%%2%%false%%37%%1%%false%%37%%1%%false%%37%%"smith.mckenzie@yahoo.com","smith.middleton@gmail.com","smith.palmer@gmail.com","smith.romero@yahoo.com","smith.stout@hotmail.com"%%"38","38","38","38","38"%%"smith","smith","smith","smith","smith"%%"mckenzie","middleton","palmer","romero","stout"%%"smith.bates@hotmail.com","smith.bean@gmail.com","smith.callahan@yahoo.com","smith.cleveland@gmail.com","smith.curry@gmail.com"%%"37","37","37","37","37"%%"smith","smith","smith","smith","smith"%%"bates","bean","callahan","cleveland","curry"
smith.taylor@hotmail.com%%o1ruaaz2fd3eee34%%3%%false%%0%%1%%true%%1%%4%%false%%1%%1%%false%%1%%1%%false%%1%%2%%false%%1%%3%%false%%1%%4%%true%%6%%4%%true%%12%%2%%false%%12%%2%%false%%12%%4%%false%%12%%3%%false%%12%%1%%false%%12%%3%%false%%12%%4%%false%%12%%2%%false%%12%%3%%false%%12%%2%%true%%27%%1%%false%%27%%"smith.hughes@gmail.com","smith.mccall@yahoo.com","smith.raymond@hotmail.com","smith.sparks@hotmail.com","smith.wiley@gmail.com"%%"28","28","28","28","28"%%"smith","smith","smith","smith","smith"%%"hughes","mccall","raymond","sparks","wiley"%%"smith.alford@gmail.com","smith.barber@hotmail.com","smith.blackwell@gmail.com","smith.carlson@hotmail.com","smith.chavez@hotmail.com"%%"27","27","27","27","27"%%"smith","smith","smith","smith","smith"%%"alford","barber","blackwell","carlson","chavez"
