smith.smith@hotmail.com%%fd3eee34o1rufty5%%3%%false%%0%%1%%true%%1%%4%%false%%1%%2%%true%%2%%2%%false%%2%%2%%false%%2%%4%%true%%7%%3%%false%%7%%1%%false%%7%%2%%false%%7%%2%%false%%7%%3%%true%%17%%2%%true%%28%%4%%false%%28%%2%%false%%28%%1%%true%%43%%4%%false%%43%%4%%false%%43%%4%%false%%43%%4%%false%%43%%"smith.rogers@gmail.com","smith.henderson@gmail.com","smith.phillips@gmail.com","smith.burns@gmail.com","smith.howard@hotmail.com"%%"46","45","45","43","43"%%"smith","smith","smith","smith","smith"%%"rogers","henderson","phillips","burns","howard"%%"smith.cole@yahoo.com","smith.gonzalez@gmail.com","smith.russell@gmail.com","smith.simpson@hotmail.com","smith.turner@yahoo.com"%%"42","42","42","42","42"%%"smith","smith","smith","smith","smith"%%"cole","gonzalez","russell","simpson","turner"
smith.johnson@yahoo.com%%034eo1ruee3454i9%%2%%false%%0%%4%%false%%0%%1%%false%%0%%3%%false%%0%%2%%false%%0%%4%%false%%0%%2%%false%%0%%1%%false%%0%%3%%false%%0%%3%%false%%0%%4%%false%%0%%2%%false%%0%%3%%false%%0%%4%%false%%0%%3%%false%%0%%3%%false%%0%%1%%true%%15%%3%%false%%15%%1%%false%%15%%2%%true%%30%%"smith.cruz@hotmail.com","smith.james@yahoo.com","smith.jones@hotmail.com","smith.morgan@hotmail.com","smith.harrison@gmail.com"%%"31","31","31","31","30"%%"smith","smith","smith","smith","smith"%%"cruz","james","jones","morgan","harrison"%%"smith.reyes@gmail.com","smith.robertson@gmail.com","smith.marshall@hotmail.com","smith.hughes@gmail.com","smith.clark@hotmail.com"%%"30","30","29","28","27"%%"smith","smith","smith","smith","smith"%%"reyes","robertson","marshall","hughes","clark"
smith.williams@gmail.com%%ee34034efd3eee34%%1%%true%%1%%1%%true%%3%%4%%false%%3%%1%%false%%3%%3%%true%%4%%1%%false%%4%%1%%false%%4%%2%%false%%4%%1%%false%%4%%1%%false%%4%%2%%false%%4%%4%%false%%4%%1%%false%%4%%4%%false%%4%%4%%false%%4%%1%%true%%19%%3%%false%%19%%1%%true%%34%%4%%false%%34%%3%%false%%34%%"smith.stevens@yahoo.com","smith.ward@hotmail.com","smith.hayes@yahoo.com","smith.rodriguez@hotmail.com","smith.white@hotmail.com"%%"36","36","35","35","35"%%"smith","smith","smith","smith","smith"%%"stevens","ward","hayes","rodriguez","white"%%"smith.carter@gmail.com","smith.garcia@yahoo.com","smith.mcdonald@yahoo.com","smith.mitchell@gmail.com","smith.bailey@gmail.com"%%"33","33","33","33","31"%%"smith","smith","smith","smith","smith"%%"carter","garcia","mcdonald","mitchell","bailey"
smith.jones@hotmail.com%%034eaaz2fd3eo1ru%%3%%false%%0%%1%%true%%1%%4%%false%%1%%4%%false%%1%%1%%false%%1%%3%%true%%6%%3%%false%%6%%1%%false%%6%%3%%false%%6%%3%%false%%6%%2%%false%%6%%3%%true%%16%%4%%false%%16%%1%%false%%16%%2%%false%%16%%1%%true%%31%%2%%false%%31%%2%%false%%31%%4%%false%%31%%1%%false%%31%%"smith.mcdonald@yahoo.com","smith.mitchell@gmail.com","smith.bailey@gmail.com","smith.cruz@hotmail.com","smith.james@yahoo.com"%%"33","33","31","31","31"%%"smith","smith","smith","smith","smith"%%"mcdonald","mitchell","bailey","cruz","james"%%"smith.morgan@hotmail.com","smith.harrison@gmail.com","smith.johnson@yahoo.com","smith.reyes@gmail.com","smith.robertson@gmail.com"%%"31","30","30","30","30"%%"smith","smith","smith","smith","smith"%%"morgan","harrison","johnson","reyes","robertson"
smith.brown@gmail.com%%034eee34034e034e%%3%%false%%0%%3%%false%%0%%4%%false%%0%%4%%false%%0%%2%%false%%0%%4%%false%%0%%2%%false%%0%%2%%false%%0%%3%%false%%0%%3%%false%%0%%2%%false%%0%%3%%true%%10%%1%%false%%10%%1%%false%%10%%1%%true%%20%%3%%false%%20%%2%%false%%20%%3%%false%%20%%4%%false%%20%%3%%false%%20%%"smith.long@yahoo.com","smith.mason@gmail.com","smith.patterson@hotmail.com","smith.ramirez@yahoo.com","smith.wright@gmail.com"%%"22","22","21","21","21"%%"smith","smith","smith","smith","smith"%%"long","mason","patterson","ramirez","wright"%%"smith.griffin@gmail.com","smith.graham@gmail.com","smith.jordan@yahoo.com","smith.price@gmail.com","smith.holmes@gmail.com"%%"18","17","17","17","16"%%"smith","smith","smith","smith","smith"%%"griffin","graham","jordan","price","holmes"
smith.davis@gmail.com%%fd3efty5aaz254i9%%4%%false%%0%%2%%false%%0%%1%%false%%0%%2%%true%%1%%1%%false%%1%%2%%false%%1%%4%%true%%6%%2%%false%%6%%3%%false%%6%%4%%true%%11%%2%%false%%11%%1%%false%%11%%3%%false%%11%%1%%false%%11%%2%%false%%11%%2%%false%%11%%3%%false%%11%%1%%true%%26%%4%%false%%26%%4%%false%%26%%"smith.murphy@yahoo.com","smith.taylor@hotmail.com","smith.woods@hotmail.com","smith.allen@gmail.com","smith.cook@gmail.com"%%"27","27","27","26","26"%%"smith","smith","smith","smith","smith"%%"murphy","taylor","woods","allen","cook"%%"smith.miller@gmail.com","smith.perry@hotmail.com","smith.sanchez@hotmail.com","smith.sullivan@gmail.com","smith.myers@hotmail.com"%%"26","26","26","26","25"%%"smith","smith","smith","smith","smith"%%"miller","perry","sanchez","sullivan","myers"
smith.miller@gmail.com%%034eee34034efd3e%%4%%false%%0%%2%%false%%0%%3%%false%%0%%3%%false%%0%%3%%true%%1%%4%%false%%1%%4%%true%%6%%1%%false%%6%%4%%true%%11%%2%%false%%11%%2%%false%%11%%2%%false%%11%%4%%false%%11%%3%%false%%11%%2%%false%%11%%4%%false%%11%%1%%true%%26%%4%%false%%26%%4%%false%%26%%3%%false%%26%%"smith.taylor@hotmail.com","smith.woods@hotmail.com","smith.allen@gmail.com","smith.cook@gmail.com","smith.davis@gmail.com"%%"27","27","26","26","26"%%"smith","smith","smith","smith","smith"%%"taylor","woods","allen","cook","davis"%%"smith.perry@hotmail.com","smith.sanchez@hotmail.com","smith.sullivan@gmail.com","smith.myers@hotmail.com","smith.shaw@gmail.com"%%"26","26","26","25","25"%%"smith","smith","smith","smith","smith"%%"perry","sanchez","sullivan","myers","shaw"
smith.wilson@yahoo.com%%54i954i9o1ruo1ru%%3%%false%%0%%2%%false%%0%%2%%true%%1%%2%%true%%3%%3%%true%%6%%1%%false%%6%%4%%true%%11%%3%%false%%11%%4%%true%%16%%1%%false%%16%%1%%false%%16%%1%%false%%16%%3%%false%%16%%3%%false%%16%%1%%true%%26%%1%%true%%42%%1%%true%%59%%2%%false%%59%%4%%false%%59%%2%%true%%74%%"smith.coleman@gmail.com","smith.ellis@yahoo.com","smith.powell@gmail.com","smith.cox@yahoo.com","smith.watson@yahoo.com"%%"78","77","76","74","74"%%"smith","smith","smith","smith","smith"%%"coleman","ellis","powell","cox","watson"%%"smith.gonzales@hotmail.com","smith.hamilton@gmail.com","smith.sanders@yahoo.com","smith.hicks@hotmail.com","smith.henry@hotmail.com"%%"73","73","71","70","69"%%"smith","smith","smith","smith","smith"%%"gonzales","hamilton","sanders","hicks","henry"
smith.moore@gmail.com%%ee34o1ruaaz2aaz2%%1%%true%%1%%3%%false%%1%%4%%false%%1%%1%%false%%1%%4%%false%%1%%1%%false%%1%%3%%false%%1%%3%%false%%1%%2%%false%%1%%2%%false%%1%%4%%false%%1%%1%%false%%1%%3%%false%%1%%2%%true%%11%%1%%true%%22%%4%%false%%22%%1%%true%%37%%2%%false%%37%%1%%false%%37%%1%%false%%37%%"smith.collins@yahoo.com","smith.flores@yahoo.com","smith.gibson@gmail.com","smith.hunt@hotmail.com","smith.edwards@hotmail.com"%%"41","40","39","38","37"%%"smith","smith","smith","smith","smith"%%"collins","flores","gibson","hunt","edwards"%%"smith.robinson@gmail.com","smith.stewart@gmail.com","smith.thomas@gmail.com","smith.fisher@hotmail.com","smith.gray@yahoo.com"%%"37","37","37","36","36"%%"smith","smith","smith","smith","smith"%%"robinson","stewart","thomas","fisher","gray"
smith.taylor@hotmail.com%%o1ruaaz2fd3eee34%%3%%false%%0%%1%%true%%1%%4%%false%%1%%1%%false%%1%%1%%false%%1%%2%%false%%1%%3%%false%%1%%4%%true%%6%%4%%true%%12%%2%%false%%12%%2%%false%%12%%4%%false%%12%%3%%false%%12%%1%%false%%12%%3%%false%%12%%4%%false%%12%%2%%false%%12%%3%%false%%12%%2%%true%%27%%1%%false%%27%%"smith.robertson@gmail.com","smith.marshall@hotmail.com","smith.hughes@gmail.com","smith.clark@hotmail.com","smith.murphy@yahoo.com"%%"30","29","28","27","27"%%"smith","smith","smith","smith","smith"%%"robertson","marshall","hughes","clark","murphy"%%"smith.woods@hotmail.com","smith.allen@gmail.com","smith.cook@gmail.com","smith.davis@gmail.com","smith.miller@gmail.com"%%"27","26","26","26","26"%%"smith","smith","smith","smith","smith"%%"woods","allen","cook","davis","miller"
